LOC130453517	XP_056650550.1
ADAM12	XP_007478299.2
ADAM12	XP_007478298.2
FANK1	XP_007478294.1
FANK1	XP_001367794.1
FANK1	XP_056651198.1
FANK1	XP_056651193.1
FANK1	XP_056651184.1
FANK1	XP_056651188.1
FANK1	XP_056651205.1
DHX32	XP_001367714.1
BCCIP	XP_001362259.1
UROS	XP_007478292.1
UROS	XP_056651256.1
UROS	XP_056651247.1
UROS	XP_007478293.1
MMP21	XP_056651262.1
EDRF1	XP_007478291.1
EDRF1	XP_001367583.1
TEX36	XP_056651264.1
CTBP2	XP_056651293.1
CTBP2	XP_056651301.1
CTBP2	XP_056651302.1
CTBP2	XP_056651300.1
CTBP2	XP_056651305.1
ZRANB1	XP_056651266.1
ZRANB1	XP_001362107.1
ZRANB1	XP_056651276.1
ZRANB1	XP_007478288.1
ZRANB1	XP_007478289.1
ZRANB1	XP_016280887.1
ABRAXAS2	XP_001363423.2
EEF1AKMT2	XP_001363340.1
EEF1AKMT2	XP_016283007.1
FAM53B	XP_056671029.1
LHPP	XP_056651339.1
NKX1-2	XP_007478402.2
OAT	XP_007478362.1
OAT	XP_001363028.1
LOC100026959	XP_056651376.1
LIPA	XP_056651392.1
CH25H	XP_056651399.1
ACTA2	XP_056651409.1
STAMBPL1	XP_056651468.1
STAMBPL1	XP_056651466.1
STAMBPL1	XP_056651461.1
STAMBPL1	XP_056651453.1
STAMBPL1	XP_056651436.1
STAMBPL1	XP_056651413.1
STAMBPL1	XP_056651476.1
STAMBPL1	XP_056651464.1
STAMBPL1	XP_056651440.1
STAMBPL1	XP_056651418.1
STAMBPL1	XP_056651445.1
STAMBPL1	XP_056651432.1
STAMBPL1	XP_056651450.1
STAMBPL1	XP_056651422.1
ANKRD22	XP_007478363.2
LIPM	XP_001373535.3
LOC100021384	XP_056651494.1
LOC100021407	XP_007478404.1
LOC100021407	XP_056651505.1
LOC100021431	XP_016284124.2
LOC100021431	XP_007478367.2
LOC100021431	XP_056651520.1
LOC100021431	XP_056651539.1
LOC100021431	XP_056651529.1
LOC103102788	XP_056671031.1
LOC103100712	XP_056671038.1
LOC100021594	XP_007478405.2
LOC100021646	XP_056671060.1
LOC100021678	XP_001373755.4
LOC100021678	XP_056675050.1
LOC100021678	XP_007478370.2
LOC100021678	XP_016284198.2
LOC100021678	XP_056675048.1
LOC100021678	XP_007478369.2
LOC100021678	XP_007478371.2
LOC100021678	XP_007478374.2
RNLS	XP_001363196.2
RNLS	XP_056675056.1
PTEN	XP_001363283.1
ATAD1	XP_007478378.1
ATAD1	XP_007478377.1
ATAD1	XP_056675091.1
ATAD1	XP_007478376.1
ATAD1	XP_007478375.1
ATAD1	XP_001363365.4
PAPSS2	XP_007478379.1
PAPSS2	XP_007478380.1
PAPSS2	XP_056675063.1
PAPSS2	XP_056675061.1
MINPP1	XP_001374318.2
LOC130457502	XP_056675163.1
SGMS1	XP_056675127.1
SGMS1	XP_056675133.1
SGMS1	XP_056675121.1
SGMS1	XP_056675123.1
SGMS1	XP_056675139.1
SGMS1	XP_056675129.1
SGMS1	XP_056675135.1
SGMS1	XP_056675144.1
SGMS1	XP_056675141.1
SGMS1	XP_056675145.1
SGMS1	XP_056675153.1
SGMS1	XP_056675159.1
SGMS1	XP_056675157.1
LOC100022761	XP_056651548.1
A1CF	XP_007478391.1
A1CF	XP_001363608.1
A1CF	XP_016283585.1
PRKG1	XP_056675168.1
PRKG1	XP_001374685.1
PRKG1	XP_056675179.1
PRKG1	XP_056675199.1
PRKG1	XP_056675193.1
PRKG1	XP_056675184.1
PRKG1	XP_056675171.1
PRKG1	XP_056675189.1
PRKG1	XP_056675181.1
PRKG1	XP_056675187.1
DKK1	XP_056671070.1
PCDH15	XP_056651612.1
PCDH15	XP_056651607.1
LOC100012441	XP_056651630.1
IPMK	XP_001375711.3
IPMK	XP_056651657.1
CISD1	XP_007478393.1
CISD1	XP_016281651.1
UBE2D1	XP_007478396.1
UBE2D1	XP_007478395.1
UBE2D1	XP_007478394.1
TFAM	XP_007478398.1
BICC1	XP_001363852.1
BICC1	XP_007478399.1
PHYHIPL	XP_001376020.2
PHYHIPL	XP_056651740.1
PHYHIPL	XP_056651732.1
PHYHIPL	XP_056651736.1
FAM13C	XP_007478400.2
FAM13C	XP_007478401.2
LOC130457047	XP_056671077.1
SLC16A9	XP_056651752.1
SLC16A9	XP_056651757.1
CCDC6	XP_056651766.1
ANK3	XP_056651777.1
ANK3	XP_056651833.1
ANK3	XP_056651782.1
ANK3	XP_056651788.1
ANK3	XP_056651810.1
ANK3	XP_007478344.2
ANK3	XP_056651836.1
ANK3	XP_056651825.1
ANK3	XP_056651816.1
ANK3	XP_056651804.1
ANK3	XP_056651800.1
CDK1	XP_007478338.1
RHOBTB1	XP_056651875.1
RHOBTB1	XP_056651882.1
RHOBTB1	XP_056651870.1
TMEM26	XP_056651896.1
CABCOCO1	XP_007478337.1
CABCOCO1	XP_016283863.1
ARID5B	XP_056651930.1
ARID5B	XP_056651933.1
ARID5B	XP_007478336.1
RTKN2	XP_007478334.1
ZNF365	XP_001362946.1
ZNF365	XP_056651954.1
ADO	XP_007478333.1
EGR2	XP_056651973.1
NRBF2	XP_007478332.1
JMJD1C	XP_056652006.1
JMJD1C	XP_056651983.1
JMJD1C	XP_056651992.1
JMJD1C	XP_056651999.1
REEP3	XP_056652021.1
REEP3	XP_007478331.1
LOC100016419	XP_056652028.1
LOC100016419	XP_007478330.1
LOC130457049	XP_056671094.1
CTNNA3	XP_056675204.1
CTNNA3	XP_056675203.1
CTNNA3	XP_056675215.1
CTNNA3	XP_056675208.1
CTNNA3	XP_056675218.1
CTNNA3	XP_056675224.1
LRRTM3	XP_007478328.1
LRRTM3	XP_007478327.1
DNAJC12	XP_001362597.2
SIRT1	XP_001369605.3
HERC4	XP_016277368.1
HERC4	XP_016277371.1
HERC4	XP_056652101.1
HERC4	XP_056652104.1
HERC4	XP_056652130.1
HERC4	XP_056652126.1
HERC4	XP_056652121.1
HERC4	XP_056652115.1
HERC4	XP_056652112.1
HERC4	XP_056652139.1
HERC4	XP_056652136.1
MYPN	XP_056652082.1
MYPN	XP_056652059.1
MYPN	XP_056652051.1
MYPN	XP_056652056.1
MYPN	XP_056652063.1
MYPN	XP_056652093.1
MYPN	XP_001369455.1
MYPN	XP_007478325.1
MYPN	XP_007478324.1
ATOH7	XP_007478323.1
PBLD	XP_056652172.1
LOC100015201	XP_056652159.1
HNRNPH3	XP_007478321.1
HNRNPH3	XP_007478322.1
HNRNPH3	XP_016283132.1
RUFY2	XP_007478317.2
RUFY2	XP_007478316.2
RUFY2	XP_007478319.2
DNA2	XP_056652179.1
DNA2	XP_056652186.1
SLC25A16	XP_001369026.1
SLC25A16	XP_056652231.1
SLC25A16	XP_056652224.1
SLC25A16	XP_056652245.1
SLC25A16	XP_056652240.1
TET1	XP_001368961.3
CCAR1	XP_007478312.1
CCAR1	XP_007478313.1
CCAR1	XP_056652272.1
STOX1	XP_056652275.1
DDX50	XP_007505938.1
DDX50	XP_001380653.1
LOC100031364	XP_056652306.1
KIFBP	XP_001380645.1
VPS26A	XP_007505937.1
VPS26A	XP_001380628.2
VPS26A	XP_007505936.1
SUPV3L1	XP_001380624.1
SUPV3L1	XP_016282567.1
SUPV3L1	XP_056652355.1
LOC100015984	XP_001364147.1
HK1	XP_007505933.1
HK1	XP_007505934.1
HK1	XP_016282565.1
HK1	XP_056652370.1
HK1	XP_001380610.1
TACR2	XP_056652402.1
LOC130453974	XP_056652412.1
LOC130453974	XP_056652417.1
LOC100019163	XP_001372108.1
TSPAN15	XP_056652437.1
NEUROG3	XP_001374522.2
FAM241B	XP_007478017.1
LOC130453982	XP_056652475.1
LOC100619480	XP_056652465.1
LOC100022929	XP_056652520.1
AIFM2	XP_056652506.1
TYSND1	XP_001374746.1
TYSND1	XP_056652500.1
SAR1A	XP_056652549.1
SAR1A	XP_056652527.1
SAR1A	XP_056652531.1
SAR1A	XP_056652540.1
PPA1	XP_056652561.1
NPFFR1	XP_056652572.1
LRRC20	XP_001374883.1
LRRC20	XP_007478021.1
LOC100011519	XP_016283963.1
EIF4EBP2	XP_001374962.1
NODAL	XP_001375000.1
LINGO1	XP_007478028.1
LINGO1	XP_056652642.1
LINGO1	XP_056652649.1
LINGO1	XP_056652629.1
LINGO1	XP_007478030.1
LINGO1	XP_056652638.1
LINGO1	XP_007478031.1
LINGO1	XP_007478027.1
LINGO1	XP_007478033.1
HMG20A	XP_007478034.1
HMG20A	XP_016288091.1
HMG20A	XP_056652734.1
HMG20A	XP_056652748.1
PEAK1	XP_056652692.1
PEAK1	XP_007478037.2
PEAK1	XP_007478036.2
PEAK1	XP_007478039.2
PEAK1	XP_007478038.2
PEAK1	XP_001376177.2
PEAK1	XP_056652704.1
TSPAN3	XP_001362349.1
PSTPIP1	XP_056652770.1
RCN2	XP_001376405.2
SCAPER	XP_007478043.2
SCAPER	XP_007478044.2
SCAPER	XP_056652817.1
SCAPER	XP_007478040.2
SCAPER	XP_007478045.1
SCAPER	XP_007478042.2
SCAPER	XP_056652830.1
SCAPER	XP_007478041.2
SCAPER	XP_056652803.1
SCAPER	XP_056652813.1
SCAPER	XP_056652820.1
SCAPER	XP_007478047.2
SCAPER	XP_056652836.1
ISL2	XP_001362509.2
ETFA	XP_007478050.2
TMEM266	XP_056652917.1
TMEM266	XP_056652910.1
NRG4	XP_056652901.1
NRG4	XP_056652880.1
NRG4	XP_056652874.1
FBXO22	XP_001376538.1
FBXO22	XP_007478052.1
FBXO22	XP_056652927.1
FBXO22	XP_056652934.1
UBE2Q2	XP_056652972.1
UBE2Q2	XP_056652963.1
CHRNB4	XP_056653008.1
CHRNB4	XP_016284117.1
CHRNB4	XP_016284116.1
CHRNB4	XP_007478059.1
CHRNA3	XP_056653029.1
CHRNA3	XP_007478065.1
CHRNA5	XP_056653037.1
PSMA4	XP_001376636.2
PSMA4	XP_056653074.1
HYKK	XP_001376709.4
HYKK	XP_056653064.1
HYKK	XP_056653063.1
HYKK	XP_056653058.1
IREB2	XP_007478070.1
CRABP1	XP_001362856.2
SKIC8	XP_016283339.1
SKIC8	XP_007478071.1
DNAJA4	XP_007478072.2
DNAJA4	XP_001362945.2
ACSBG1	XP_001376891.2
ACSBG1	XP_007478073.1
ACSBG1	XP_007478074.1
ACSBG1	XP_007478076.1
IDH3A	XP_001363027.1
IDH3A	XP_056653158.1
IDH3A	XP_016283052.1
IDH3A	XP_056653161.1
CIB2	XP_007478077.1
CIB2	XP_007478080.1
CIB2	XP_007478078.1
CIB2	XP_007478079.1
SH2D7	XP_007478081.2
TBC1D2B	XP_007478083.2
TBC1D2B	XP_007478082.2
TBC1D2B	XP_056653204.1
LOC100026396	XP_056653220.1
LOC100026436	XP_007478270.3
MORF4L1	XP_007478091.1
MORF4L1	XP_007478089.1
MORF4L1	XP_001363195.1
MORF4L1	XP_001363117.1
MORF4L1	XP_007478085.2
MORF4L1	XP_056653262.1
MORF4L1	XP_056653263.1
MORF4L1	XP_007478088.2
MORF4L1	XP_007478084.2
MORF4L1	XP_007478086.2
MORF4L1	XP_007478087.2
LOC100026557	XP_016284241.1
LOC100026569	XP_056653264.1
LOC100026588	XP_016283425.2
LOC100026598	XP_056653265.1
LOC100026618	XP_001377163.2
LOC100026637	XP_001377179.2
SNCG	XP_007478272.2
MMRN2	XP_007478093.2
MMRN2	XP_007478092.2
BMPR1A	XP_056653270.1
LOC130457054	XP_056671111.1
LDB3	XP_056653271.1
OPN4	XP_001377369.2
LOC130454255	XP_056653280.1
WAPL	XP_007478100.1
WAPL	XP_016282253.1
WAPL	XP_007478103.1
WAPL	XP_007478101.1
WAPL	XP_007478102.1
GRID1	XP_001363938.1
GRID1	XP_056653290.1
LOC100027259	XP_056653376.1
CCSER2	XP_007478108.2
CCSER2	XP_056653303.1
CCSER2	XP_056653311.1
CCSER2	XP_007478106.2
CCSER2	XP_056653315.1
CCSER2	XP_007478107.2
CCSER2	XP_056653328.1
CCSER2	XP_056653347.1
CCSER2	XP_056653300.1
CCSER2	XP_056653323.1
CCSER2	XP_056653317.1
CCSER2	XP_056653302.1
CCSER2	XP_056653295.1
CCSER2	XP_056653342.1
CCSER2	XP_056653308.1
CCSER2	XP_056653349.1
CCSER2	XP_056653334.1
CCSER2	XP_056653357.1
CCSER2	XP_056653360.1
CCSER2	XP_056653352.1
CCSER2	XP_056653365.1
LOC103104884	XP_056671135.1
LOC103105059	XP_007478111.2
LOC103105653	XP_007478114.2
LOC130453503	XP_007478123.1
LOC103092017	XP_007478122.2
WASHC2C	XP_007478130.1
WASHC2C	XP_056653446.1
WASHC2C	XP_016280384.1
WASHC2C	XP_056653461.1
WASHC2C	XP_056653423.1
WASHC2C	XP_056653451.1
WASHC2C	XP_016280386.1
WASHC2C	XP_016280389.1
WASHC2C	XP_016280385.1
WASHC2C	XP_056653440.1
ZFAND4	XP_007478125.1
ZFAND4	XP_007478129.1
ZFAND4	XP_007478124.1
ZFAND4	XP_007478127.1
ZFAND4	XP_056653483.1
ZFAND4	XP_003339943.1
MARCHF8	XP_007478135.1
MARCHF8	XP_056653542.1
MARCHF8	XP_056653530.1
MARCHF8	XP_056653526.1
MARCHF8	XP_056653557.1
MARCHF8	XP_007478134.1
MARCHF8	XP_001377809.2
MARCHF8	XP_056653533.1
ALOX5	XP_007478136.2
ALOX5	XP_001364255.2
CRTC3	XP_016283407.2
CRTC3	XP_003339938.3
IQGAP1	XP_007478137.1
IQGAP1	XP_001364413.1
IQGAP1	XP_016280072.1
ZNF774	XP_056653635.1
ZNF774	XP_007478138.1
ZNF774	XP_007478141.1
ZNF774	XP_056653639.1
ZNF774	XP_056653627.1
ZNF774	XP_007478139.1
ZNF774	XP_003339944.1
ZNF774	XP_007478140.1
ZNF774	XP_056653636.1
ERLIN1	XP_056653651.1
ERLIN1	XP_016283884.2
ERLIN1	XP_056653646.1
ERLIN1	XP_056653659.1
ERLIN1	XP_056653664.1
WNT8B	XP_007478143.2
SCD	XP_001364487.1
PKD2L1	XP_056653688.1
CWF19L1	XP_016283449.1
CWF19L1	XP_001378081.1
CWF19L1	XP_056653718.1
CWF19L1	XP_056653738.1
BLOC1S2	XP_056653769.1
BLOC1S2	XP_007478144.2
CHUK	XP_056653705.1
CHUK	XP_007478145.1
CHUK	XP_001378103.1
LOC100027987	XP_016283886.2
LOC103098388	XP_007478146.2
LOC103098388	XP_007478147.2
LOC103098388	XP_007478148.2
CALY	XP_007478151.1
CALY	XP_056653820.1
CALY	XP_056653845.1
CALY	XP_056653812.1
CALY	XP_056653834.1
CALY	XP_056653831.1
PRAP1	XP_007478153.1
FUOM	XP_007478155.2
ECHS1	XP_007478154.1
PAOX	XP_007478156.1
PAOX	XP_003339945.1
PAOX	XP_056653900.1
MTG1	XP_001378257.3
MTG1	XP_056653926.1
MTG1	XP_007478158.2
SPRN	XP_016283606.1
SPRN	XP_056653953.1
LOC100028179	XP_001378278.2
LOC100028191	XP_001378286.2
LOC100028205	XP_001378298.2
SCART1	XP_056671155.1
LOC100618845	XP_056671165.1
LOC100028258	XP_001378341.3
LOC100028273	XP_001378352.2
LOC100028283	XP_001378360.3
LOC100028299	XP_056671173.1
LOC100028313	XP_001378378.3
LOC100028327	XP_001378387.2
LOC100028338	XP_001378396.4
LOC100015179	XP_001364623.3
LOC100028371	XP_001378417.4
LOC100619224	XP_007478261.3
LOC100028402	XP_001378440.3
LOC100028415	XP_001378450.3
LOC100028436	XP_001378470.3
LOC100028452	XP_001378482.3
LOC100028464	XP_001378490.2
LOC100028477	XP_001378502.3
LOC100028511	XP_001378528.2
LOC130454392	XP_056654008.1
LOC130454380	XP_056653993.1
LOC100028525	XP_056654022.1
LOC100028561	XP_001378564.3
LOC100028576	XP_056653985.1
LOC100015828	XP_001364901.1
LOC100028608	XP_001378600.2
LOC100028620	XP_007478162.2
LOC100028642	XP_016284038.2
LOC100028642	XP_001378623.2
LOC100028659	XP_016284039.1
LOC100028674	XP_001378649.3
LOC100619723	XP_056654122.1
RASSF4	XP_007478167.1
RASSF4	XP_007478168.1
RASSF4	XP_016283675.1
DEPP1	XP_007478166.2
TMEM72	XP_016283710.1
CXCL12	XP_007478173.1
CXCL12	XP_001364971.1
LOC103094161	XP_007478175.2
LOC103094161	XP_056654237.1
LOC103094161	XP_007478176.1
ARIH1	XP_001365122.1
BBS4	XP_007478179.1
BBS4	XP_056654265.1
BBS4	XP_056654272.1
BBS4	XP_007478178.1
BBS4	XP_007478181.1
BBS4	XP_056654295.1
BBS4	XP_056654301.1
ADPGK	XP_056654336.1
ADPGK	XP_001365190.2
ADPGK	XP_007478182.2
ADPGK	XP_056654341.1
NEO1	XP_007478277.2
NEO1	XP_056654396.1
NEO1	XP_056654371.1
NEO1	XP_056654407.1
NEO1	XP_056654380.1
NEO1	XP_056654411.1
NEO1	XP_056654387.1
HCN4	XP_056654424.1
REC114	XP_007478185.1
NPTN	XP_007478183.1
CD276	XP_056654439.1
CD276	XP_056654437.1
INSYN1	XP_001365391.1
TBC1D21	XP_007478187.2
LOXL1	XP_001379192.3
STOML1	XP_016280329.1
STOML1	XP_056654558.1
STOML1	XP_056654582.1
STOML1	XP_056654556.1
STOML1	XP_056654591.1
PML	XP_007478199.2
PML	XP_056654469.1
PML	XP_056654510.1
PML	XP_056654520.1
PML	XP_056654530.1
PML	XP_007478198.2
PML	XP_007478197.2
PML	XP_007478195.2
PML	XP_007478196.2
PML	XP_056654533.1
ISLR2	XP_056654600.1
ISLR2	XP_007478200.1
ISLR2	XP_007478201.1
ISLR2	XP_007478204.1
ISLR2	XP_007478203.1
ISLR	XP_007478205.2
ISLR	XP_001379217.3
STRA6	XP_056654626.1
STRA6	XP_007478207.1
STRA6	XP_016283838.1
STRA6	XP_056654635.1
LOC100029507	XP_007478214.1
LOC100029507	XP_007478211.1
LOC100029507	XP_056654650.1
LOC100029507	XP_007478210.1
LOC100029507	XP_007478212.1
LOC100029507	XP_007478215.1
LOC100029507	XP_007478213.1
LOC100029507	XP_007478217.1
LOC100029519	XP_056654687.1
LOC100029519	XP_007478218.1
LOC100029519	XP_056654680.1
LOC100029519	XP_056654676.1
LOC100029519	XP_056654671.1
LOC130457063	XP_056671252.1
LOC130454528	XP_056654720.1
LOC130454528	XP_056654733.1
LOC130454528	XP_056654728.1
LOC130454528	XP_056654736.1
LOC103093437	XP_007478278.2
SEMA7A	XP_056654744.1
UBL7	XP_056654757.1
UBL7	XP_056654750.1
UBL7	XP_056654749.1
UBL7	XP_056654753.1
LOC100029767	XP_001379436.1
ARID3B	XP_056654777.1
ARID3B	XP_056654797.1
ARID3B	XP_056654793.1
ARID3B	XP_056654765.1
ARID3B	XP_056654760.1
ARID3B	XP_056654772.1
ARID3B	XP_056654770.1
ARID3B	XP_056654786.1
LOC103102901	XP_056671289.1
CLK3	XP_056654847.1
CLK3	XP_056654855.1
CLK3	XP_007478223.2
EDC3	XP_001379481.1
EDC3	XP_007478227.1
EDC3	XP_007478225.1
EDC3	XP_007478226.1
EDC3	XP_007478228.1
LOC100029871	XP_001379519.2
LOC100029908	XP_007478229.1
CSK	XP_001365590.1
LMAN1L	XP_056671298.1
CPLX3	XP_001365653.1
LOC130457065	XP_056671314.1
ULK3	XP_001379626.4
ULK3	XP_007478233.2
ULK3	XP_056654825.1
SCAMP2	XP_001365718.1
MPI	XP_007478235.1
MPI	XP_056654917.1
FAM219B	XP_007478236.1
FAM219B	XP_001379643.2
LOC100030045	XP_001379652.2
RPP25	XP_007478237.1
SCAMP5	XP_007478239.1
SCAMP5	XP_007478238.1
SCAMP5	XP_056654940.1
SCAMP5	XP_056654948.1
SCAMP5	XP_016285961.1
PPCDC	XP_007478242.1
PPCDC	XP_056655014.1
PPCDC	XP_001379746.1
PPCDC	XP_007478241.1
PPCDC	XP_056655010.1
C1H15orf39	XP_056655024.1
C1H15orf39	XP_056655015.1
LOC103095784	XP_007478244.2
LOC103095784	XP_007478245.2
LOC103094335	XP_056655057.1
COMMD4	XP_007478246.1
COMMD4	XP_056655071.1
COMMD4	XP_056655064.1
NEIL1	XP_001379906.2
NEIL1	XP_007478247.1
MAN2C1	XP_056655115.1
MAN2C1	XP_056655103.1
MAN2C1	XP_056655096.1
MAN2C1	XP_056655109.1
MAN2C1	XP_056655105.1
MAN2C1	XP_056655123.1
MAN2C1	XP_056655112.1
MAN2C1	XP_056655125.1
MAN2C1	XP_056655130.1
SIN3A	XP_007478249.1
SIN3A	XP_056655088.1
SIN3A	XP_001379929.1
LOC130457067	XP_056671326.1
PTPN9	XP_056655133.1
SNUPN	XP_007478251.1
SNUPN	XP_016283783.1
SNUPN	XP_001365778.1
IMP3	XP_001365833.1
SNX33	XP_056655176.1
SNX33	XP_056655170.1
SNX33	XP_056655165.1
CSPG4	XP_056655189.1
CIMAP1C	XP_001380096.1
SGPL1	XP_007478255.1
SGPL1	XP_056655230.1
SGPL1	XP_007478256.1
SGPL1	XP_007478254.1
PCBD1	XP_007478257.1
UNC5B	XP_056655259.1
UNC5B	XP_056655262.1
UNC5B	XP_056655269.1
SLC29A3	XP_007478259.1
CDH23	XP_056655278.1
CDH23	XP_056655279.1
C1H10orf105	XP_007505696.1
VSIR	XP_007505694.2
LOC103099262	XP_007505699.2
LOC103099262	XP_007505698.2
LOC100011417	XP_007505702.2
CHST3	XP_056655326.1
CHST3	XP_007505703.1
CHST3	XP_007505704.1
CHST3	XP_007505705.1
CHST3	XP_001362398.1
SPOCK2	XP_007478411.2
ASCC1	XP_056655371.1
ASCC1	XP_056655383.1
ASCC1	XP_007478417.2
ANAPC16	XP_001362179.2
ANAPC16	XP_007478414.1
ANAPC16	XP_007478412.1
ANAPC16	XP_056655407.1
ANAPC16	XP_056655409.1
ANAPC16	XP_056655400.1
ANAPC16	XP_007478413.1
DDIT4	XP_001362260.1
DNAJB12	XP_056655418.1
DNAJB12	XP_056655424.1
MICU1	XP_007478422.2
MICU1	XP_007478419.2
MICU1	XP_056655436.1
MICU1	XP_056655429.1
MICU1	XP_056655438.1
MICU1	XP_007478424.2
MICU1	XP_007478420.2
MICU1	XP_056655441.1
MCU	XP_001363424.2
OIT3	XP_001363502.4
PLA2G12B	XP_007478425.1
PLA2G12B	XP_001362427.1
P4HA1	XP_056655475.1
P4HA1	XP_056655481.1
P4HA1	XP_056655492.1
P4HA1	XP_056655491.1
P4HA1	XP_056655487.1
P4HA1	XP_056655483.1
P4HA1	XP_007478426.1
NUDT13	XP_007478428.1
NUDT13	XP_007478429.1
ECD	XP_001362511.2
FAM149B1	XP_007478432.2
FAM149B1	XP_056675350.1
FAM149B1	XP_007478430.2
FAM149B1	XP_007478431.2
FAM149B1	XP_007478433.2
DNAJC9	XP_001364158.2
DNAJC9	XP_007478434.1
MRPS16	XP_001362598.2
CFAP70	XP_016283654.2
CFAP70	XP_016283655.2
CFAP70	XP_016283656.2
CFAP70	XP_056675309.1
CFAP70	XP_056675305.1
LOC100010438	XP_007478439.2
LOC100010438	XP_007478440.2
LOC100010438	XP_056675332.1
LOC100010438	XP_056675322.1
LOC100010438	XP_056675326.1
LOC100010438	XP_001362690.2
LOC100010438	XP_007478441.2
PPP3CB	XP_007478447.2
PPP3CB	XP_007478445.2
PPP3CB	XP_007478446.2
PPP3CB	XP_007478443.2
PPP3CB	XP_056675393.1
PPP3CB	XP_007478442.2
PPP3CB	XP_056675407.1
USP54	XP_056675278.1
USP54	XP_007478448.2
USP54	XP_016282548.2
USP54	XP_016282528.2
USP54	XP_056675289.1
USP54	XP_056675281.1
USP54	XP_016282544.2
USP54	XP_056675272.1
USP54	XP_056675273.1
USP54	XP_016282531.2
USP54	XP_056675248.1
USP54	XP_016282537.2
USP54	XP_056675245.1
USP54	XP_056675252.1
USP54	XP_016282553.1
USP54	XP_016282560.2
USP54	XP_056675293.1
USP54	XP_016282558.2
USP54	XP_056675296.1
MYOZ1	XP_007478456.1
MYOZ1	XP_001362857.1
